ERUID,ERNAME,NAICS,Concentration
1230,Annapolis Valley,524,0.004571052
3520,Muskoka-Kawarthas,331,0.004568676
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,115,0.004564712
2455,Laurentides,334,0.00456178
3550,Hamilton-Niagara Peninsula,327,0.00455981
3510,Ottawa,325,0.004555207
2475,Saguenay-Lac-Saint-Jean,212,0.004519759
1040,Notre Dame-Central Bonavista Bay,481,0.004513271
1110,Prince Edward Island / Île-du-Prince-Édouard,221,0.004494427
1340,Fredericton-Oromocto,322,0.004487424
2415,Bas-Saint-Laurent,488,0.004486119
5910,Vancouver Island and Coast / Île de Vancouver et la côte,115,0.004463514
1320,Moncton-Richibucto,111,0.004456584
4860,Edmonton,326,0.004452942
2415,Bas-Saint-Laurent,115,0.004450934
3580,Stratford-Bruce Peninsula,331,0.004440466
5960,North Coast / Côte-nord,221,0.004437112
1110,Prince Edward Island / Île-du-Prince-Édouard,333,0.004433964
4730,Saskatoon-Biggar,334,0.004410858
1330,Saint John-St. Stephen,327,0.004390366
1240,Southern / Sud,332,0.004376227
1340,Fredericton-Oromocto,113,0.004375238
1010,Avalon Peninsula,485,0.004374285
5930,Thompson-Okanagan,112,0.004371524
2430,Estrie,313,0.004366864
2433,Centre-du-Québec,488,0.00436551
2420,Capitale-Nationale,115,0.004360615
4810,Lethbridge-Medicine Hat,326,0.004335052
4860,Edmonton,488,0.004328014
3530,Toronto,485,0.004324937
3515,Kingston-Pembroke,488,0.00431818
4810,Lethbridge-Medicine Hat,333,0.004312878
4630,Southwest / Sud-ouest,211,0.004312144
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,213,0.004307488
1010,Avalon Peninsula,212,0.004303405
1010,Avalon Peninsula,493,0.00429328
3540,Kitchener-Waterloo-Barrie,112,0.004290309
3520,Muskoka-Kawarthas,339,0.004287354
1350,Edmundston-Woodstock,332,0.004283267
1040,Notre Dame-Central Bonavista Bay,524,0.004264834
2410,Gaspésie-Îles-de-la-Madeleine,312,0.004260071
2433,Centre-du-Québec,315,0.00425705
5940,Kootenay,322,0.004252062
4830,Calgary,321,0.004220278
5940,Kootenay,523,0.004209542
2440,Montréal,337,0.004205167
2440,Montréal,493,0.004205167
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,337,0.00420228
2410,Gaspésie-Îles-de-la-Madeleine,212,0.004177351
4840,Banff-Jasper-Rocky Mountain House,523,0.004174648
1320,Moncton-Richibucto,337,0.004169063
3550,Hamilton-Niagara Peninsula,312,0.004159734
2425,Chaudière-Appalaches,113,0.00415957
4860,Edmonton,321,0.00415862
5960,North Coast / Côte-nord,483,0.004152682
2415,Bas-Saint-Laurent,333,0.00415186
3580,Stratford-Bruce Peninsula,523,0.00413011
4880,Wood Buffalo-Cold Lake,332,0.004124698
2470,Mauricie,115,0.004124623
3580,Stratford-Bruce Peninsula,488,0.004118174
1250,Halifax,493,0.004117715
2425,Chaudière-Appalaches,313,0.004110442
2470,Mauricie,334,0.004109892
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,326,0.004106847
4710,Regina-Moose Mountain,485,0.004104758
2415,Bas-Saint-Laurent,524,0.004099082
3540,Kitchener-Waterloo-Barrie,321,0.004094794
2465,Abitibi-Témiscamingue,482,0.004090732
2433,Centre-du-Québec,327,0.004080803
2455,Laurentides,327,0.004080424
3520,Muskoka-Kawarthas,334,0.004073549
2475,Saguenay-Lac-Saint-Jean,339,0.004071736
3540,Kitchener-Waterloo-Barrie,488,0.00406175
3550,Hamilton-Niagara Peninsula,337,0.004061702
4820,Camrose-Drumheller,523,0.004055762
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,524,0.004053946
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,483,0.004053946
2480,Côte-Nord,327,0.004044451
4830,Calgary,337,0.00403463
1110,Prince Edward Island / Île-du-Prince-Édouard,481,0.004030877
1010,Avalon Peninsula,523,0.004030012
2465,Abitibi-Témiscamingue,332,0.004029371
4840,Banff-Jasper-Rocky Mountain House,522,0.004027307
5980,Northeast / Nord-est,492,0.004024537
4660,Interlake,492,0.004023041
3560,London,221,0.004008938
2440,Montréal,485,0.003996351
1250,Halifax,221,0.003988136
5940,Kootenay,311,0.003975678
2410,Gaspésie-Îles-de-la-Madeleine,339,0.003970552
3595,Northwest / Nord-ouest,332,0.003956062
2475,Saguenay-Lac-Saint-Jean,322,0.003953142
3515,Kingston-Pembroke,221,0.00395122
1230,Annapolis Valley,213,0.003949389
2470,Mauricie,493,0.003947853
1330,Saint John-St. Stephen,324,0.00394237
4850,Red Deer,211,0.003941178
2460,Outaouais,523,0.003931681
3510,Ottawa,111,0.003927263
5980,Northeast / Nord-est,524,0.003927169
5930,Thompson-Okanagan,326,0.003899424
1240,Southern / Sud,113,0.003893555
1040,Notre Dame-Central Bonavista Bay,111,0.003892178
1320,Moncton-Richibucto,333,0.003881541
3590,Northeast / Nord-est,327,0.003878698
4680,North / Nord,488,0.00387394
4870,Athabasca-Grande Prairie-Peace River,522,0.00386575
2420,Capitale-Nationale,483,0.003857467
4620,South Central / Centre sud,314,0.003849312
4810,Lethbridge-Medicine Hat,115,0.003836133
2470,Mauricie,327,0.003830007
3520,Muskoka-Kawarthas,327,0.003825985
5910,Vancouver Island and Coast / Île de Vancouver et la côte,332,0.003823198
3560,London,325,0.003819582
3570,Windsor-Sarnia,324,0.003812602
3510,Ottawa,332,0.003796442
3520,Muskoka-Kawarthas,492,0.003792226
6110,Northwest Territories / Territoires du Nord-Ouest,485,0.003785882
2415,Bas-Saint-Laurent,212,0.003782414
2440,Montréal,335,0.003780666
3595,Northwest / Nord-ouest,213,0.003773691
2420,Capitale-Nationale,493,0.003771459
1220,North Shore / Côte-nord,325,0.003766158
1330,Saint John-St. Stephen,339,0.003763171
4620,South Central / Centre sud,493,0.003746664
2420,Capitale-Nationale,321,0.003741356
2455,Laurentides,322,0.003739771
2435,Montérégie,493,0.003729465
5970,Nechako,311,0.003729024
5910,Vancouver Island and Coast / Île de Vancouver et la côte,483,0.003725048
2455,Laurentides,113,0.00372496
4730,Saskatoon-Biggar,488,0.003721008
4870,Athabasca-Grande Prairie-Peace River,524,0.003704003
3520,Muskoka-Kawarthas,112,0.003702203
5940,Kootenay,312,0.003699294
1230,Annapolis Valley,312,0.00369341
3530,Toronto,492,0.003692007
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,323,0.003676861
3515,Kingston-Pembroke,335,0.0036696
4830,Calgary,481,0.00366701
2415,Bas-Saint-Laurent,323,0.003659266
4740,Yorkton-Melville,325,0.003658243
1340,Fredericton-Oromocto,326,0.003657251
4640,North Central / Centre nord,488,0.003649369
1110,Prince Edward Island / Île-du-Prince-Édouard,115,0.003647943
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,325,0.003647909
2420,Capitale-Nationale,327,0.003646747
1220,North Shore / Côte-nord,315,0.003644669
4860,Edmonton,327,0.003644086
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,334,0.00364362
3570,Windsor-Sarnia,331,0.003640086
1240,Southern / Sud,237,0.00363613
3520,Muskoka-Kawarthas,212,0.003634686
4740,Yorkton-Melville,115,0.003610108
3515,Kingston-Pembroke,492,0.003601328
4610,Southeast / Sud-est,334,0.003596634
1220,North Shore / Côte-nord,336,0.003596073
2433,Centre-du-Québec,115,0.003565618
4820,Camrose-Drumheller,331,0.003564155
4680,North / Nord,213,0.003559837
4680,North / Nord,524,0.003559837
1310,Campbellton-Miramichi,339,0.003557602
3580,Stratford-Bruce Peninsula,493,0.003557147
4760,Northern / Nord,488,0.003556418
4810,Lethbridge-Medicine Hat,327,0.003547869
2475,Saguenay-Lac-Saint-Jean,488,0.003531474
2475,Saguenay-Lac-Saint-Jean,492,0.003531474
4650,Winnipeg,492,0.003527407
4810,Lethbridge-Medicine Hat,336,0.003525694
4860,Edmonton,493,0.003512806
5940,Kootenay,332,0.003507951
2420,Capitale-Nationale,331,0.003504834
6010,Yukon,221,0.003502627
1220,North Shore / Côte-nord,327,0.003498882
6110,Northwest Territories / Territoires du Nord-Ouest,524,0.003498347
2420,Capitale-Nationale,337,0.003496233
4710,Regina-Moose Mountain,488,0.003488081
2455,Laurentides,339,0.003487985
5950,Cariboo,333,0.003487145
4880,Wood Buffalo-Cold Lake,522,0.003486623
1310,Campbellton-Miramichi,523,0.003479125
4710,Regina-Moose Mountain,321,0.003478445
4660,Interlake,327,0.003474445
5980,Northeast / Nord-est,332,0.003472786
4880,Wood Buffalo-Cold Lake,111,0.003463835
1210,Cape Breton,332,0.003460778
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,336,0.003457043
1010,Avalon Peninsula,333,0.003442724
5950,Cariboo,523,0.003430596
3560,London,493,0.003430049
4660,Interlake,115,0.003428728
4610,Southeast / Sud-est,333,0.003426982
2455,Laurentides,524,0.003421335
4810,Lethbridge-Medicine Hat,485,0.003414823
4730,Saskatoon-Biggar,481,0.00340744
4820,Camrose-Drumheller,485,0.003406138
3515,Kingston-Pembroke,112,0.003405047
3570,Windsor-Sarnia,312,0.003404314
3595,Northwest / Nord-ouest,311,0.003394919
2460,Outaouais,111,0.00337456
1310,Campbellton-Miramichi,327,0.00337449
1320,Moncton-Richibucto,481,0.003370392
4850,Red Deer,221,0.0033648
3530,Toronto,322,0.003364682
1230,Annapolis Valley,488,0.003364295
2420,Capitale-Nationale,326,0.00336292
2430,Estrie,488,0.003361887
3515,Kingston-Pembroke,337,0.003353843
4680,North / Nord,113,0.003350435
5950,Cariboo,112,0.003336349
3570,Windsor-Sarnia,339,0.003329557
1220,North Shore / Côte-nord,524,0.003328798
6010,Yukon,485,0.003314986
5970,Nechako,111,0.003314688
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,314,0.003313453
2415,Bas-Saint-Laurent,523,0.003307414
2440,Montréal,322,0.003306709
4680,North / Nord,484,0.003298084
2433,Centre-du-Québec,221,0.003294469
2425,Chaudière-Appalaches,322,0.003291628
1230,Annapolis Valley,493,0.003291158
1320,Moncton-Richibucto,334,0.003290525
2480,Côte-Nord,337,0.003288479
1240,Southern / Sud,115,0.00328217
3515,Kingston-Pembroke,339,0.003277038
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,112,0.00325867
2445,Laval,331,0.003257726
2433,Centre-du-Québec,523,0.003253796
1240,Southern / Sud,316,0.003249992
4660,Interlake,311,0.003245863
5980,Northeast / Nord-est,322,0.003245594
3560,London,337,0.003240693
4810,Lethbridge-Medicine Hat,221,0.00323743
3515,Kingston-Pembroke,327,0.003234368
2465,Abitibi-Témiscamingue,327,0.003231679
2450,Lanaudière,336,0.003228035
3510,Ottawa,333,0.003212977
4640,North Central / Centre nord,523,0.003211444
4830,Calgary,324,0.003205647
1210,Cape Breton,113,0.0031971
6010,Yukon,326,0.003189892
4710,Regina-Moose Mountain,335,0.003189378
5940,Kootenay,213,0.003189047
2460,Outaouais,488,0.003183547
2460,Outaouais,313,0.003183547
3570,Windsor-Sarnia,112,0.003168542
4880,Wood Buffalo-Cold Lake,115,0.003167586
4650,Winnipeg,339,0.003166739
1330,Saint John-St. Stephen,326,0.003153896
1320,Moncton-Richibucto,112,0.003146764
4850,Red Deer,485,0.003146712
3510,Ottawa,327,0.003139717
3580,Stratford-Bruce Peninsula,335,0.003139361
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,111,0.00313077
4740,Yorkton-Melville,327,0.003128761
5940,Kootenay,112,0.003125266
1110,Prince Edward Island / Île-du-Prince-Édouard,322,0.003123929
2470,Mauricie,335,0.003122928
2425,Chaudière-Appalaches,523,0.00311149
1230,Annapolis Valley,325,0.003108316
1040,Notre Dame-Central Bonavista Bay,492,0.003105461
4880,Wood Buffalo-Cold Lake,492,0.003099221
4880,Wood Buffalo-Cold Lake,112,0.003099221
1340,Fredericton-Oromocto,115,0.003096323
4710,Regina-Moose Mountain,324,0.003093022
2465,Abitibi-Témiscamingue,488,0.003088503
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,327,0.003086033
2445,Laval,335,0.003085198
5980,Northeast / Nord-est,325,0.003083314
4880,Wood Buffalo-Cold Lake,327,0.003076432
3550,Hamilton-Niagara Peninsula,334,0.003076083
2440,Montréal,312,0.003073165
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,481,0.003073165
2475,Saguenay-Lac-Saint-Jean,523,0.003070274
3550,Hamilton-Niagara Peninsula,323,0.003060186
5930,Thompson-Okanagan,333,0.003059454
4670,Parklands,485,0.003058104
4610,Southeast / Sud-est,523,0.003053746
2450,Lanaudière,523,0.003052711
3540,Kitchener-Waterloo-Barrie,313,0.003051131
1220,North Shore / Côte-nord,312,0.003037224
1320,Moncton-Richibucto,212,0.00303495
3530,Toronto,327,0.003034831
3570,Windsor-Sarnia,486,0.003024779
2460,Outaouais,113,0.00302437
3540,Kitchener-Waterloo-Barrie,331,0.003023594
1010,Avalon Peninsula,312,0.003017447
5950,Cariboo,111,0.003015909
2460,Outaouais,323,0.003008452
6010,Yukon,524,0.003002252
2433,Centre-du-Québec,313,0.002996204
3590,Northeast / Nord-est,492,0.00299543
2470,Mauricie,315,0.002990351
4680,North / Nord,485,0.002983981
2440,Montréal,481,0.002975626
3560,London,323,0.002975595
4850,Red Deer,115,0.002975356
4720,Swift Current-Moose Jaw,327,0.002971884
3550,Hamilton-Niagara Peninsula,335,0.002970103
2455,Laurentides,335,0.0029696
4670,Parklands,115,0.002962538
4870,Athabasca-Grande Prairie-Peace River,221,0.002959968
4840,Banff-Jasper-Rocky Mountain House,112,0.00294681
1040,Notre Dame-Central Bonavista Bay,327,0.002939837
3595,Northwest / Nord-ouest,111,0.002931975
3540,Kitchener-Waterloo-Barrie,221,0.002921706
2455,Laurentides,112,0.002917762
5910,Vancouver Island and Coast / Île de Vancouver et la côte,339,0.002916474
3570,Windsor-Sarnia,492,0.002909768
4880,Wood Buffalo-Cold Lake,524,0.002894125
5930,Thompson-Okanagan,327,0.002893912
3510,Ottawa,481,0.002891156
3515,Kingston-Pembroke,115,0.002884476
2465,Abitibi-Témiscamingue,481,0.002883966
2460,Outaouais,115,0.00288111
3530,Toronto,335,0.002865612
3530,Toronto,221,0.002850458
4840,Banff-Jasper-Rocky Mountain House,524,0.002848583
5910,Vancouver Island and Coast / Île de Vancouver et la côte,336,0.002846366
5910,Vancouver Island and Coast / Île de Vancouver et la côte,334,0.002846366
3550,Hamilton-Niagara Peninsula,112,0.002845576
1110,Prince Edward Island / Île-du-Prince-Édouard,321,0.002841768
5930,Thompson-Okanagan,337,0.002838732
4630,Southwest / Sud-ouest,321,0.002837669
4620,South Central / Centre sud,327,0.002822829
2435,Montérégie,322,0.002812568
3540,Kitchener-Waterloo-Barrie,322,0.002800542
4750,Prince Albert,492,0.002799117
2425,Chaudière-Appalaches,488,0.002792152
2410,Gaspésie-Îles-de-la-Madeleine,336,0.002771114
2440,Montréal,327,0.002768184
1240,Southern / Sud,488,0.00276732
4870,Athabasca-Grande Prairie-Peace River,212,0.002765871
2420,Capitale-Nationale,112,0.002765163
3595,Northwest / Nord-ouest,492,0.002763632
2440,Montréal,492,0.002762689
3580,Stratford-Bruce Peninsula,313,0.002757386
4630,Southwest / Sud-ouest,485,0.002754208
1320,Moncton-Richibucto,523,0.002747428
5910,Vancouver Island and Coast / Île de Vancouver et la côte,212,0.002734194
2410,Gaspésie-Îles-de-la-Madeleine,112,0.002729754
4710,Regina-Moose Mountain,526,0.00272687
5940,Kootenay,485,0.00272132
1320,Moncton-Richibucto,339,0.002715481
4610,Southeast / Sud-est,524,0.002714441
2450,Lanaudière,488,0.002712375
4860,Edmonton,339,0.002710303
3540,Kitchener-Waterloo-Barrie,493,0.002706915
4830,Calgary,327,0.002705683
2430,Estrie,113,0.002703867
2465,Abitibi-Témiscamingue,111,0.002699883
4860,Edmonton,492,0.002699715
1220,North Shore / Côte-nord,492,0.002697055
4740,Yorkton-Melville,221,0.002695548
3560,London,314,0.002688856
4830,Calgary,334,0.002685464
2465,Abitibi-Témiscamingue,335,0.00267943
2455,Laurentides,323,0.002673381
1230,Annapolis Valley,339,0.002669495
5910,Vancouver Island and Coast / Île de Vancouver et la côte,327,0.002664087
2460,Outaouais,337,0.002642344
1210,Cape Breton,326,0.002636783
3560,London,322,0.002629344
2455,Laurentides,312,0.002628948
5980,Northeast / Nord-est,481,0.002628931
2460,Outaouais,339,0.002626427
4730,Saskatoon-Biggar,327,0.00262352
1350,Edmundston-Woodstock,523,0.002617552
4680,North / Nord,311,0.002617527
1310,Campbellton-Miramichi,221,0.002615884
4860,Edmonton,323,0.002610784
3570,Windsor-Sarnia,327,0.00260499
4740,Yorkton-Melville,213,0.002599278
3590,Northeast / Nord-est,322,0.0025986
3570,Windsor-Sarnia,493,0.002593489
4730,Saskatoon-Biggar,337,0.002592163
1250,Halifax,326,0.00258437
4670,Parklands,327,0.002580275
4840,Banff-Jasper-Rocky Mountain House,486,0.002578459
2465,Abitibi-Témiscamingue,312,0.002577161
3550,Hamilton-Niagara Peninsula,483,0.002575326
1250,Halifax,483,0.002569972
3550,Hamilton-Niagara Peninsula,221,0.002564728
1310,Campbellton-Miramichi,112,0.002563566
4810,Lethbridge-Medicine Hat,325,0.002561118
3590,Northeast / Nord-est,482,0.002560197
5960,North Coast / Côte-nord,321,0.002559873
5970,Nechako,481,0.002555072
4840,Banff-Jasper-Rocky Mountain House,332,0.002553902
5930,Thompson-Okanagan,339,0.002550567
1010,Avalon Peninsula,492,0.002541541
5910,Vancouver Island and Coast / Île de Vancouver et la côte,333,0.002537893
3590,Northeast / Nord-est,111,0.002534595
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,523,0.002528699
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,485,0.002528699
3550,Hamilton-Niagara Peninsula,492,0.002527634
3590,Northeast / Nord-est,311,0.002521794
4830,Calgary,326,0.002520035
4660,Interlake,313,0.002514401
5940,Kootenay,339,0.002508717
5930,Thompson-Okanagan,493,0.002507649
5930,Thompson-Okanagan,492,0.002507649
4840,Banff-Jasper-Rocky Mountain House,488,0.002504789
4750,Prince Albert,327,0.002492645
3520,Muskoka-Kawarthas,312,0.00248689
4810,Lethbridge-Medicine Hat,211,0.002483508
4830,Calgary,482,0.002481435
2490,Nord-du-Québec,485,0.002475248
4830,Calgary,339,0.002464892
4620,South Central / Centre sud,523,0.00246356
2415,Bas-Saint-Laurent,334,0.002462968
4850,Red Deer,488,0.002461289
3540,Kitchener-Waterloo-Barrie,492,0.002456326
4830,Calgary,325,0.002453864
4650,Winnipeg,335,0.002453331
2435,Montérégie,212,0.002452559
1230,Annapolis Valley,337,0.002450084
2415,Bas-Saint-Laurent,339,0.002445375
4610,Southeast / Sud-est,339,0.002442997
4650,Winnipeg,315,0.002441441
2430,Estrie,331,0.002440658
3590,Northeast / Nord-est,336,0.002438587
3590,Northeast / Nord-est,481,0.002438587
2425,Chaudière-Appalaches,115,0.002431875
4660,Interlake,493,0.002422968
4830,Calgary,323,0.002420778
2435,Montérégie,115,0.002418808
4710,Regina-Moose Mountain,311,0.002418531
2475,Saguenay-Lac-Saint-Jean,326,0.002411417
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,327,0.002408284
3560,London,334,0.002402116
1330,Saint John-St. Stephen,111,0.002401262
4710,Regina-Moose Mountain,325,0.00239926
6110,Northwest Territories / Territoires du Nord-Ouest,211,0.002396128
2465,Abitibi-Témiscamingue,326,0.002393078
3580,Stratford-Bruce Peninsula,483,0.002387347
4840,Banff-Jasper-Rocky Mountain House,325,0.002382005
4660,Interlake,485,0.002377252
1250,Halifax,339,0.002375605
2470,Mauricie,325,0.002371658
4730,Saskatoon-Biggar,336,0.002362213
1250,Halifax,323,0.002361207
2425,Chaudière-Appalaches,334,0.002358182
4840,Banff-Jasper-Rocky Mountain House,111,0.002357448
2420,Capitale-Nationale,492,0.002352324
4730,Saskatoon-Biggar,321,0.002351761
1240,Southern / Sud,337,0.002349004
4720,Swift Current-Moose Jaw,332,0.002346225
3540,Kitchener-Waterloo-Barrie,323,0.002337916
4710,Regina-Moose Mountain,115,0.002331811
2415,Bas-Saint-Laurent,483,0.002322227
3515,Kingston-Pembroke,113,0.002321235
2450,Lanaudière,115,0.002320473
1010,Avalon Peninsula,336,0.002318776
5930,Thompson-Okanagan,221,0.002317582
3580,Stratford-Bruce Peninsula,312,0.002315727
4860,Edmonton,212,0.002314344
4710,Regina-Moose Mountain,327,0.00231254
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,322,0.002311844
1210,Cape Breton,483,0.002307185
4720,Swift Current-Moose Jaw,523,0.002307121
1320,Moncton-Richibucto,336,0.002300173
1010,Avalon Peninsula,332,0.002298525
3520,Muskoka-Kawarthas,221,0.002295591
4810,Lethbridge-Medicine Hat,488,0.002295027
4860,Edmonton,331,0.002288935
1340,Fredericton-Oromocto,332,0.002288586
1010,Avalon Peninsula,112,0.002288399
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,321,0.00228787
1350,Edmundston-Woodstock,327,0.002284409
4810,Lethbridge-Medicine Hat,339,0.00228394
3580,Stratford-Bruce Peninsula,492,0.00226798
1010,Avalon Peninsula,114,0.002258022
4630,Southwest / Sud-ouest,327,0.002253443
4750,Prince Albert,488,0.002247466
3530,Toronto,481,0.002241269
2420,Capitale-Nationale,335,0.002240513
1220,North Shore / Côte-nord,493,0.002235397
1220,North Shore / Côte-nord,333,0.002235397
2410,Gaspésie-Îles-de-la-Madeleine,327,0.002233435
2410,Gaspésie-Îles-de-la-Madeleine,492,0.002233435
3540,Kitchener-Waterloo-Barrie,312,0.00223052
2465,Abitibi-Témiscamingue,337,0.002229449
4850,Red Deer,321,0.002227623
1340,Fredericton-Oromocto,112,0.002221275
3510,Ottawa,336,0.002218734
5960,North Coast / Côte-nord,523,0.002218556
1250,Halifax,325,0.002210032
5970,Nechako,212,0.002209792
1210,Cape Breton,485,0.002208306
4870,Athabasca-Grande Prairie-Peace River,492,0.002199757
4650,Winnipeg,322,0.002199675
4680,North / Nord,321,0.002198723
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,335,0.002197109
4640,North Central / Centre nord,325,0.002189621
4640,North Central / Centre nord,492,0.002189621
4650,Winnipeg,331,0.002179858
2440,Montréal,482,0.00217196
5910,Vancouver Island and Coast / Île de Vancouver et la côte,312,0.00216866
1250,Halifax,482,0.002159641
2440,Montréal,331,0.002158222
3550,Hamilton-Niagara Peninsula,321,0.002156703
6110,Northwest Territories / Territoires du Nord-Ouest,115,0.002156515
1250,Halifax,492,0.002152442
4870,Athabasca-Grande Prairie-Peace River,481,0.002151233
2410,Gaspésie-Îles-de-la-Madeleine,524,0.002150716
4750,Prince Albert,485,0.002145309
1250,Halifax,333,0.002145243
4730,Saskatoon-Biggar,325,0.002142715
1210,Cape Breton,112,0.002142386
5970,Nechako,327,0.002140736
5970,Nechako,483,0.002140736
2430,Estrie,314,0.002129594
2433,Centre-du-Québec,212,0.002128525
3560,London,115,0.002126198
1320,Moncton-Richibucto,312,0.002124465
1230,Annapolis Valley,113,0.002120968
4640,North Central / Centre nord,339,0.002116634
3570,Windsor-Sarnia,212,0.002116195
1040,Notre Dame-Central Bonavista Bay,115,0.002111714
4720,Swift Current-Moose Jaw,485,0.002111602
1340,Fredericton-Oromocto,523,0.002109089
4620,South Central / Centre sud,315,0.002104291
2450,Lanaudière,323,0.002093582
1240,Southern / Sud,523,0.002091579
4730,Saskatoon-Biggar,493,0.002090454
2450,Lanaudière,212,0.002083269
3510,Ottawa,493,0.002080063
5970,Nechako,336,0.00207168
1040,Notre Dame-Central Bonavista Bay,315,0.002070308
1040,Notre Dame-Central Bonavista Bay,493,0.002070308
2460,Outaouais,327,0.002069306
2425,Chaudière-Appalaches,314,0.002063409
2415,Bas-Saint-Laurent,325,0.002058337
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,213,0.00205664
4820,Camrose-Drumheller,327,0.002054217
3595,Northwest / Nord-ouest,523,0.002048174
1320,Moncton-Richibucto,327,0.002044598
3580,Stratford-Bruce Peninsula,339,0.002041182
2480,Côte-Nord,111,0.002041125
3580,Stratford-Bruce Peninsula,322,0.002029245
3510,Ottawa,313,0.002019885
4860,Edmonton,111,0.002017905
3530,Toronto,111,0.002010424
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,492,0.002008387
3530,Toronto,321,0.001997796
1250,Halifax,213,0.001994068
5960,North Coast / Côte-nord,524,0.001991012
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,111,0.001988072
5980,Northeast / Nord-est,221,0.001979812
2445,Laval,492,0.001978992
3515,Kingston-Pembroke,212,0.001971343
2415,Bas-Saint-Laurent,213,0.001970374
2433,Centre-du-Québec,324,0.001965835
4660,Interlake,339,0.001965804
3590,Northeast / Nord-est,326,0.001964951
2465,Abitibi-Témiscamingue,523,0.001963552
4880,Wood Buffalo-Cold Lake,488,0.001959801
4810,Lethbridge-Medicine Hat,337,0.001951328
4820,Camrose-Drumheller,324,0.001948873
2425,Chaudière-Appalaches,325,0.001948775
3520,Muskoka-Kawarthas,323,0.001935498
4650,Winnipeg,321,0.001930165
2480,Côte-Nord,483,0.001927729
2480,Côte-Nord,313,0.001927729
2480,Côte-Nord,493,0.001927729
2465,Abitibi-Témiscamingue,493,0.001922644
2465,Abitibi-Témiscamingue,492,0.001922644
6110,Northwest Territories / Territoires du Nord-Ouest,486,0.001916902
1110,Prince Edward Island / Île-du-Prince-Édouard,485,0.001914666
4870,Athabasca-Grande Prairie-Peace River,311,0.001908613
1340,Fredericton-Oromocto,333,0.001907155
2435,Montérégie,492,0.001904108
5950,Cariboo,324,0.001903793
1350,Edmundston-Woodstock,315,0.001903674
1010,Avalon Peninsula,337,0.001893498
4870,Athabasca-Grande Prairie-Peace River,485,0.001892438
1310,Campbellton-Miramichi,333,0.001883436
2455,Laurentides,115,0.001880994
1250,Halifax,114,0.001878887
1210,Cape Breton,111,0.001878708
4860,Edmonton,324,0.001876038
4810,Lethbridge-Medicine Hat,493,0.001873718
3510,Ottawa,335,0.001873365
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,312,0.00187328
4830,Calgary,212,0.001869348
1240,Southern / Sud,327,0.001866332
4730,Saskatoon-Biggar,115,0.001860504
2445,Laval,321,0.001857208
4650,Winnipeg,327,0.001854861
2430,Estrie,323,0.001854422
1320,Moncton-Richibucto,485,0.001852917
2480,Côte-Nord,492,0.001852132
2435,Montérégie,312,0.00185067
6210,Nunavut,523,0.001848429
2450,Lanaudière,492,0.001846065
3570,Windsor-Sarnia,337,0.00184592
2430,Estrie,334,0.001842458
2465,Abitibi-Témiscamingue,315,0.00184083
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,212,0.001840039
3530,Toronto,315,0.001839689
3515,Kingston-Pembroke,526,0.0018348
1310,Campbellton-Miramichi,326,0.001831119
2435,Montérégie,315,0.001828169
4870,Athabasca-Grande Prairie-Peace River,327,0.00182774
4870,Athabasca-Grande Prairie-Peace River,339,0.00182774
2425,Chaudière-Appalaches,335,0.001825953
3570,Windsor-Sarnia,321,0.001822918
5960,North Coast / Côte-nord,112,0.001820354
3515,Kingston-Pembroke,312,0.001817732
1340,Fredericton-Oromocto,337,0.001817407
4840,Banff-Jasper-Rocky Mountain House,311,0.0018172
2433,Centre-du-Québec,113,0.001816703
4670,Parklands,492,0.001815749
2450,Lanaudière,312,0.001815125
3510,Ottawa,331,0.001813187
